medal_code,athlete_name,country_code,discipline_code,event
3,SCHEENAARD Lisa,NED,ROW,Women's Double Sculls
1,STEPHAN Lucy,AUS,ROW,Women's Four
1,MORRISON Jessica,AUS,ROW,Women's Four
1,POPA Rosemary,AUS,ROW,Women's Four
1,McINTYRE Annabelle,AUS,ROW,Women's Four
2,HOGERWERF Ellen,NED,ROW,Women's Four
2,CLEVERING Ymkje,NED,ROW,Women's Four
2,FLORIJN Karolien,NED,ROW,Women's Four
2,MEESTER Veronique,NED,ROW,Women's Four
3,HEGARTY Emily,IRL,ROW,Women's Four
3,LAMBE Eimear,IRL,ROW,Women's Four
3,KEOGH Aifric,IRL,ROW,Women's Four
3,MURTAGH Fiona,IRL,ROW,Women's Four
1,ZHANG Ling,CHN,ROW,Women's Quadruple Sculls
1,CHEN Yunxia,CHN,ROW,Women's Quadruple Sculls
1,CUI Xiaotong,CHN,ROW,Women's Quadruple Sculls
1,LYU Yang,CHN,ROW,Women's Quadruple Sculls
2,ZILLMANN Katarzyna,POL,ROW,Women's Quadruple Sculls
2,KOBUS-ZAWOJSKA Agnieszka,POL,ROW,Women's Quadruple Sculls
2,SAJDAK Maria,POL,ROW,Women's Quadruple Sculls
2,WIELICZKO Marta,POL,ROW,Women's Quadruple Sculls
3,MEREDITH Rowena,AUS,ROW,Women's Quadruple Sculls
3,HUDSON Harriet,AUS,ROW,Women's Quadruple Sculls
3,THOMPSON Ria,AUS,ROW,Women's Quadruple Sculls
3,CRONIN Caitlin,AUS,ROW,Women's Quadruple Sculls
1,VAKURUNABILI Josua,FIJ,RUG,Men
1,DERENALAGI Meli,FIJ,RUG,Men
1,NACUQU Waisea,FIJ,RUG,Men
1,TUIMABA Aminiasi,FIJ,RUG,Men
1,TUWAI Jerry,FIJ,RUG,Men
1,BOTITU Vilimoni,FIJ,RUG,Men
1,NASOKO Kalione,FIJ,RUG,Men
1,BOLACA Napolioni,FIJ,RUG,Men
1,TUIVUAKA Asaeli,FIJ,RUG,Men
1,WAINIQOLO Jiuta,FIJ,RUG,Men
1,RADRADRA Semi,FIJ,RUG,Men
1,MAQALA Sireli,FIJ,RUG,Men
1,BALEIWAIRIKI Iosefo Masikau,FIJ,RUG,Men
2,WARBRICK William,NZL,RUG,Men
2,WARE Regan,NZL,RUG,Men
2,WEBBER Joe,NZL,RUG,Men
2,NG SHIU Tone,NZL,RUG,Men
2,NICOLE Amanaki,NZL,RUG,Men
2,BAKER Kurt,NZL,RUG,Men
2,COLLIER Dylan,NZL,RUG,Men
2,CURRY Scott,NZL,RUG,Men
2,KNEWSTUBB Andrew,NZL,RUG,Men
2,McGARVEY-BLACK Ngarohi,NZL,RUG,Men
2,MIKKELSON Tim,NZL,RUG,Men
2,MOLIA Sione,NZL,RUG,Men
2,NANAI-SETURO Etene,NZL,RUG,Men
3,ALVAREZ Santiago,ARG,RUG,Men
3,BAZAN VELEZ Lautaro,ARG,RUG,Men
3,del MESTRE Felipe,ARG,RUG,Men
3,OSADCZUK Matias,ARG,RUG,Men
3,ETCHART Rodrigo,ARG,RUG,Men
3,REVOL Gaston,ARG,RUG,Men
3,GONZALEZ Luciano,ARG,RUG,Men
3,MARE Santiago,ARG,RUG,Men
3,MONETA Marcos,ARG,RUG,Men
3,CINTI Lucio,ARG,RUG,Men
3,MENDY Ignacio,ARG,RUG,Men
3,SCHULZ German,ARG,RUG,Men
3,ISGRO Rodrigo,ARG,RUG,Men
1,MILAK Kristof,HUN,SWM,Men's 200m Butterfly
2,HONDA Tomoru,JPN,SWM,Men's 200m Butterfly
3,BURDISSO Federico,ITA,SWM,Men's 200m Butterfly
1,SCOTT Duncan,GBR,SWM,Men's 4 x 200m Freestyle Relay
1,DEAN Tom,GBR,SWM,Men's 4 x 200m Freestyle Relay
1,JARVIS Calum,GBR,SWM,Men's 4 x 200m Freestyle Relay
1,GUY James,GBR,SWM,Men's 4 x 200m Freestyle Relay
1,RICHARDS Matthew,GBR,SWM,Men's 4 x 200m Freestyle Relay
2,RYLOV Evgeny,ROC,SWM,Men's 4 x 200m Freestyle Relay
2,VEKOVISHCHEV Mikhail,ROC,SWM,Men's 4 x 200m Freestyle Relay
2,GIREV Ivan,ROC,SWM,Men's 4 x 200m Freestyle Relay
2,DOVGALYUK Mikhail,ROC,SWM,Men's 4 x 200m Freestyle Relay
2,KRASNYKH Aleksandr,ROC,SWM,Men's 4 x 200m Freestyle Relay
2,MALYUTIN Martin,ROC,SWM,Men's 4 x 200m Freestyle Relay
3,WINNINGTON Elijah,AUS,SWM,Men's 4 x 200m Freestyle Relay
3,INCERTI Zac,AUS,SWM,Men's 4 x 200m Freestyle Relay
3,GRAHAM Alexander,AUS,SWM,Men's 4 x 200m Freestyle Relay
3,HORTON Mack,AUS,SWM,Men's 4 x 200m Freestyle Relay
3,CHALMERS Kyle,AUS,SWM,Men's 4 x 200m Freestyle Relay
3,NEILL Thomas,AUS,SWM,Men's 4 x 200m Freestyle Relay
1,LEDECKY Kathleen,USA,SWM,Women's 1500m Freestyle
2,SULLIVAN Erica,USA,SWM,Women's 1500m Freestyle
3,KOHLER Sarah,GER,SWM,Women's 1500m Freestyle
1,TITMUS Ariarne,AUS,SWM,Women's 200m Freestyle
2,HAUGHEY Siobhan Bernadette,HKG,SWM,Women's 200m Freestyle
3,OLEKSIAK Penny,CAN,SWM,Women's 200m Freestyle
1,OHASHI Yui,JPN,SWM,Women's 200m Individual Medley
2,WALSH Alex,USA,SWM,Women's 200m Individual Medley
3,DOUGLASS Kate,USA,SWM,Women's 200m Individual Medley
1,SHI Zhiyong,CHN,WLF,Men's 73kg
2,MAYORA PERNIA Julio Ruben,VEN,WLF,Men's 73kg
3,ABDULLAH Rahmat Erwin,INA,WLF,Men's 73kg
1,LEE Sunisa,USA,GAR,Women's All-Around
2,ANDRADE Rebeca,BRA,GAR,Women's All-Around
3,MELNIKOVA Angelina,ROC,GAR,Women's All-Around
1,FOX Jessica,AUS,CSL,Women's Canoe
2,FRANKLIN Mallory,GBR,CSL,Women's Canoe
3,HERZOG Andrea,GER,CSL,Women's Canoe
1,DERIGLAZOVA Inna,ROC,FEN,Women's Foil Team
1,ZAGIDULLINA Adelina,ROC,FEN,Women's Foil Team
1,KOROBEYNIKOVA Larisa,ROC,FEN,Women's Foil Team
1,MARTYANOVA Marta,ROC,FEN,Women's Foil Team
2,BLAZE Anita,FRA,FEN,Women's Foil Team
2,GUYART Astrid,FRA,FEN,Women's Foil Team
2,RANVIER Pauline,FRA,FEN,Women's Foil Team
2,THIBUS Ysaora,FRA,FEN,Women's Foil Team
3,VOLPI Alice,ITA,FEN,Women's Foil Team
3,ERRIGO Arianna,ITA,FEN,Women's Foil Team
3,BATINI Martina,ITA,FEN,Women's Foil Team
3,CIPRESSA Erica,ITA,FEN,Women's Foil Team
1,WOLF Aaron,JPN,JUD,Men -100 kg
2,CHO Guham,KOR,JUD,Men -100 kg
3,ILIASOV Niiaz,ROC,JUD,Men -100 kg
3,FONSECA Jorge,POR,JUD,Men -100 kg
1,HAMADA Shori,JPN,JUD,Women -78 kg
2,MALONGA Madeleine,FRA,JUD,Women -78 kg
3,AGUIAR Mayra,BRA,JUD,Women -78 kg
3,WAGNER Anna-Maria,GER,JUD,Women -78 kg
1,Mc CARTHY Fintan,IRL,ROW,Lightweight Men's Double Sculls
1,O'DONOVAN Paul,IRL,ROW,Lightweight Men's Double Sculls
2,ROMMELMANN Jonathan,GER,ROW,Lightweight Men's Double Sculls
2,OSBORNE Jason,GER,ROW,Lightweight Men's Double Sculls
3,OPPO Stefano,ITA,ROW,Lightweight Men's Double Sculls
3,RUTA Pietro,ITA,ROW,Lightweight Men's Double Sculls
1,CESARINI Federica,ITA,ROW,Lightweight Women's Double Sculls
1,RODINI Valentina,ITA,ROW,Lightweight Women's Double Sculls
2,BOVE Claire,FRA,ROW,Lightweight Women's Double Sculls
2,TARANTOLA Laura,FRA,ROW,Lightweight Women's Double Sculls
3,KEIJSER Marieke,NED,ROW,Lightweight Women's Double Sculls
3,PAULIS Ilse,NED,ROW,Lightweight Women's Double Sculls
1,SINKOVIC Martin,CRO,ROW,Men's Pair
1,SINKOVIC Valent,CRO,ROW,Men's Pair
2,COZMIUC Marius,ROU,ROW,Men's Pair
2,TUDOSA Ciprian,ROU,ROW,Men's Pair
3,VYSTAVEL Frederic,DEN,ROW,Men's Pair
3,SUTTON Joachim,DEN,ROW,Men's Pair
1,PRENDERGAST Grace,NZL,ROW,Women's Pair
1,GOWLER Kerri,NZL,ROW,Women's Pair
2,ORIABINSKAIA Elena,ROC,ROW,Women's Pair
2,STEPANOVA Vasilisa,ROC,ROW,Women's Pair
3,JANSSENS Hillary,CAN,ROW,Women's Pair
3,FILMER Caileigh,CAN,ROW,Women's Pair
1,LIPTAK Jiri,CZE,SHO,Trap Men
2,KOSTELECKY David,CZE,SHO,Trap Men
3,COWARD HOLLEY Matthew John,GBR,SHO,Trap Men
1,REHAK STEFECEKOVA Zuzana,SVK,SHO,Trap Women
2,BROWNING Kayle,USA,SHO,Trap Women
3,PERILLI Alessandra,SMR,SHO,Trap Women
1,DRESSEL Caeleb,USA,SWM,Men's 100m Freestyle
2,CHALMERS Kyle,AUS,SWM,Men's 100m Freestyle
3,KOLESNIKOV Kliment,ROC,SWM,Men's 100m Freestyle
1,STUBBLETY-COOK Izaac,AUS,SWM,Men's 200m Breaststroke
2,KAMMINGA Arno,NED,SWM,Men's 200m Breaststroke
3,MATTSSON Matti,FIN,SWM,Men's 200m Breaststroke
1,FINKE Robert,USA,SWM,Men's 800m Freestyle
2,PALTRINIERI Gregorio,ITA,SWM,Men's 800m Freestyle
3,ROMANCHUK Mykhailo,UKR,SWM,Men's 800m Freestyle
1,ZHANG Yufei,CHN,SWM,Women's 200m Butterfly
2,SMITH Regan,USA,SWM,Women's 200m Butterfly
3,FLICKINGER Hali,USA,SWM,Women's 200m Butterfly
1,YANG Junxuan,CHN,SWM,Women's 4 x 200m Freestyle Relay
1,ZHANG Yufei,CHN,SWM,Women's 4 x 200m Freestyle Relay
1,DONG Jie,CHN,SWM,Women's 4 x 200m Freestyle Relay
1,ZHANG Yifan,CHN,SWM,Women's 4 x 200m Freestyle Relay
1,TANG Muhan,CHN,SWM,Women's 4 x 200m Freestyle Relay
1,LI Bingjie,CHN,SWM,Women's 4 x 200m Freestyle Relay
2,MADDEN Paige,USA,SWM,Women's 4 x 200m Freestyle Relay
2,Mc LAUGHLIN Kathryn,USA,SWM,Women's 4 x 200m Freestyle Relay
2,SIMS Arabella,USA,SWM,Women's 4 x 200m Freestyle Relay
2,LEDECKY Kathleen,USA,SWM,Women's 4 x 200m Freestyle Relay
2,FORDE Brooke,USA,SWM,Women's 4 x 200m Freestyle Relay
2,SCHMITT Allison,USA,SWM,Women's 4 x 200m Freestyle Relay
3,THROSSELL Brianna,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,WILSON Madison,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,O'CALLAGHAN Mollie,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,COOK Tamsin,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,HARRIS Meg,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,TITMUS Ariarne,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,NEALE Leah,AUS,SWM,Women's 4 x 200m Freestyle Relay
3,McKEON Emma,AUS,SWM,Women's 4 x 200m Freestyle Relay
1,CHEN Meng,CHN,TTE,Women's Singles
2,SUN Yingsha,CHN,TTE,Women's Singles
3,ITO Mima,JPN,TTE,Women's Singles
1,AN San,KOR,ARC,Women's Individual
2,OSIPOVA Elena,ROC,ARC,Women's Individual
3,BOARI Lucilla,ITA,ARC,Women's Individual
1,BAREGA Selemon,ETH,ATH,"Men's 10,000m"
2,CHEPTEGEI Joshua,UGA,ATH,"Men's 10,000m"
3,KIPLIMO Jacob,UGA,ATH,"Men's 10,000m"
1,WANG Yi Lyu,CHN,BDM,Mixed Doubles
1,HUANG Dong Ping,CHN,BDM,Mixed Doubles
2,ZHENG Si Wei,CHN,BDM,Mixed Doubles
2,HUANG Ya Qiong,CHN,BDM,Mixed Doubles
3,WATANABE Yuta,JPN,BDM,Mixed Doubles
3,HIGASHINO Arisa,JPN,BDM,Mixed Doubles
1,PRSKAVEC Jiri,CZE,CSL,Men's Kayak
2,GRIGAR Jakub,SVK,CSL,Men's Kayak
3,AIGNER Hannes,GER,CSL,Men's Kayak
1,KIMMANN Niek,NED,BMX,Men
2,WHYTE Kye,GBR,BMX,Men
3,RAMIREZ YEPES Carlos Alberto,COL,BMX,Men
1,SHRIEVER Bethany,GBR,BMX,Women
2,PAJON Mariana,COL,BMX,Women
3,SMULDERS Merel,NED,BMX,Women
1,MINOBE Kazuyasu,JPN,FEN,Men's &Eacute;p&eacute;e Team
1,KANO Koki,JPN,FEN,Men's &Eacute;p&eacute;e Team
1,YAMADA Masaru,JPN,FEN,Men's &Eacute;p&eacute;e Team
1,UYAMA Satoru,JPN,FEN,Men's &Eacute;p&eacute;e Team
2,BIDA Sergey,ROC,FEN,Men's &Eacute;p&eacute;e Team
2,KHODOS Sergey,ROC,FEN,Men's &Eacute;p&eacute;e Team
2,SUKHOV Pavel,ROC,FEN,Men's &Eacute;p&eacute;e Team
2,GLAZKOV Nikita,ROC,FEN,Men's &Eacute;p&eacute;e Team
3,KWEON Youngjun,KOR,FEN,Men's &Eacute;p&eacute;e Team
3,PARK Sangyoung,KOR,FEN,Men's &Eacute;p&eacute;e Team
3,MA Segeon,KOR,FEN,Men's &Eacute;p&eacute;e Team
3,SONG Jaeho,KOR,FEN,Men's &Eacute;p&eacute;e Team
1,KRPALEK Lukas,CZE,JUD,Men +100 kg
2,TUSHISHVILI Guram,GEO,JUD,Men +100 kg
3,RINER Teddy,FRA,JUD,Men +100 kg
3,BASHAEV Tamerlan,ROC,JUD,Men +100 kg
1,SONE Akira,JPN,JUD,Women +78 kg
2,ORTIZ Idalys,CUB,JUD,Women +78 kg
3,DICKO Romane,FRA,JUD,Women +78 kg
3,KINDZERSKA Iryna,AZE,JUD,Women +78 kg
1,BOND Hamish,NZL,ROW,Men's Eight
1,BOSWORTH Sam,NZL,ROW,Men's Eight
1,BRAKE Michael,NZL,ROW,Men's Eight
1,KIRKHAM Shaun,NZL,ROW,Men's Eight
1,MACDONALD Matt,NZL,ROW,Men's Eight
1,MACKINTOSH Thomas,NZL,ROW,Men's Eight
1,MURRAY Tom,NZL,ROW,Men's Eight
1,WILLIAMSON Daniel,NZL,ROW,Men's Eight
1,WILSON Phillip,NZL,ROW,Men's Eight
2,FOLLERT Laurits,GER,ROW,Men's Eight
2,JAKSCHIK Malte,GER,ROW,Men's Eight
2,JOHANNESEN Torben,GER,ROW,Men's Eight
2,OCIK Hannes,GER,ROW,Men's Eight
2,SAUER Martin,GER,ROW,Men's Eight
2,SCHMIDT Richard,GER,ROW,Men's Eight
2,SCHNEIDER Jakob,GER,ROW,Men's Eight
2,WEISSENFELD Johannes,GER,ROW,Men's Eight
2,ROGGENSACK Olaf,GER,ROW,Men's Eight
3,BUGAJSKI Josh,GBR,ROW,Men's Eight
3,DAWSON Jacob,GBR,ROW,Men's Eight
3,ELWES Charles,GBR,ROW,Men's Eight
3,FIELDMAN Henry,GBR,ROW,Men's Eight
3,FORD Tom,GBR,ROW,Men's Eight
3,GEORGE Tom,GBR,ROW,Men's Eight
3,RUDKIN James,GBR,ROW,Men's Eight
3,SBIHI Mohamed,GBR,ROW,Men's Eight
3,WYNNE-GRIFFITH Oliver,GBR,ROW,Men's Eight
1,NTOUSKOS Stefanos,GRE,ROW,Men's Single Sculls
2,BORCH Kjetil,NOR,ROW,Men's Single Sculls
3,MARTIN Damir,CRO,ROW,Men's Single Sculls
1,GRAINGER Susanne,CAN,ROW,Women's Eight
1,GRUCHALLA-WESIERSKI Kasia,CAN,ROW,Women's Eight
1,KIT Kristen,CAN,ROW,Women's Eight
1,MAILEY Madison,CAN,ROW,Women's Eight
1,PAYNE Sydney,CAN,ROW,Women's Eight
1,PROSKE Andrea,CAN,ROW,Women's Eight
1,ROMAN Lisa,CAN,ROW,Women's Eight
1,ROPER Christine,CAN,ROW,Women's Eight
1,WASTENEYS Avalon,CAN,ROW,Women's Eight
2,DYKE Emma,NZL,ROW,Women's Eight
2,GOWLER Jackie,NZL,ROW,Women's Eight
2,GOWLER Kerri,NZL,ROW,Women's Eight
2,BEVAN Kelsey,NZL,ROW,Women's Eight
2,PRENDERGAST Grace,NZL,ROW,Women's Eight
2,ROSS Beth,NZL,ROW,Women's Eight
2,SHEPHERD Caleb,NZL,ROW,Women's Eight
2,SPOORS Lucy,NZL,ROW,Women's Eight
2,GREENSLADE Ella,NZL,ROW,Women's Eight
3,ZHANG Min,CHN,ROW,Women's Eight
3,GUO Linlin,CHN,ROW,Women's Eight
3,JU Rui,CHN,ROW,Women's Eight
3,LI Jingjing,CHN,ROW,Women's Eight
3,MIAO Tian,CHN,ROW,Women's Eight
3,WANG Yuwei,CHN,ROW,Women's Eight
3,WANG Zifeng,CHN,ROW,Women's Eight
3,XU Fei,CHN,ROW,Women's Eight
3,ZHANG Dechang,CHN,ROW,Women's Eight
1,TWIGG Emma,NZL,ROW,Women's Single Sculls
2,PRAKATSEN Hanna,ROC,ROW,Women's Single Sculls
3,LOBNIG Magdalena,AUT,ROW,Women's Single Sculls
1,BATSARASHKINA Vitalina,ROC,SHO,25m Pistol Women
2,KIM Minjung,KOR,SHO,25m Pistol Women
3,XIAO Jiaruixuan,CHN,SHO,25m Pistol Women
1,RYLOV Evgeny,ROC,SWM,Men's 200m Backstroke
2,MURPHY Ryan,USA,SWM,Men's 200m Backstroke
3,GREENBANK Luke,GBR,SWM,Men's 200m Backstroke
1,WANG Shun,CHN,SWM,Men's 200m Individual Medley
2,SCOTT Duncan,GBR,SWM,Men's 200m Individual Medley
3,DESPLANCHES Jeremy,SUI,SWM,Men's 200m Individual Medley
1,McKEON Emma,AUS,SWM,Women's 100m Freestyle
2,HAUGHEY Siobhan Bernadette,HKG,SWM,Women's 100m Freestyle
3,CAMPBELL Cate,AUS,SWM,Women's 100m Freestyle
1,SCHOENMAKER Tatjana,RSA,SWM,Women's 200m Breaststroke
2,KING Lilly,USA,SWM,Women's 200m Breaststroke
3,LAZOR Annie,USA,SWM,Women's 200m Breaststroke
1,MA Long,CHN,TTE,Men's Singles
2,FAN Zhendong,CHN,TTE,Men's Singles
3,OVTCHAROV Dimitrij,GER,TTE,Men's Singles
1,MEKTIC Nikola,CRO,TEN,Men's Doubles
1,PAVIC Mate,CRO,TEN,Men's Doubles
2,CILIC Marin,CRO,TEN,Men's Doubles
2,DODIG Ivan,CRO,TEN,Men's Doubles
3,DANIELL Marcus,NZL,TEN,Men's Doubles
3,VENUS Michael,NZL,TEN,Men's Doubles
1,ZHU Xueying,CHN,GTR,Women
2,LIU Lingling,CHN,GTR,Women
3,PAGE Bryony,GBR,GTR,Women
1,GAZOZ Mete,TUR,ARC,Men's Individual
2,NESPOLI Mauro,ITA,ARC,Men's Individual
3,FURUKAWA Takaharu,JPN,ARC,Men's Individual
1,HOLUB-KOWALIK Malgorzata,POL,ATH,4 x 400m Relay Mixed
1,KACZMAREK Natalia,POL,ATH,4 x 400m Relay Mixed
1,BAUMGART-WITAN Iga,POL,ATH,4 x 400m Relay Mixed
1,SWIETY-ERSETIC Justyna,POL,ATH,4 x 400m Relay Mixed
1,DUSZYNSKI Kajetan,POL,ATH,4 x 400m Relay Mixed
1,ZALEWSKI Karol,POL,ATH,4 x 400m Relay Mixed
1,KOWALUK Dariusz,POL,ATH,4 x 400m Relay Mixed
2,OGANDO Alexander,DOM,ATH,4 x 400m Relay Mixed
2,SANTOS Luguelin,DOM,ATH,4 x 400m Relay Mixed
2,FELIZ Lidio Andres,DOM,ATH,4 x 400m Relay Mixed
2,PAULINO Marileidy,DOM,ATH,4 x 400m Relay Mixed
2,MEDINA VENTURA Anabel,DOM,ATH,4 x 400m Relay Mixed
3,GODWIN Elija,USA,ATH,4 x 400m Relay Mixed
3,DEADMON Bryce,USA,ATH,4 x 400m Relay Mixed
3,ELLIS Kendall,USA,ATH,4 x 400m Relay Mixed
3,WHITNEY Kaylin,USA,ATH,4 x 400m Relay Mixed
3,STEWART Trevor,USA,ATH,4 x 400m Relay Mixed
3,MANSON Taylor,USA,ATH,4 x 400m Relay Mixed
3,IRBY Lynna,USA,ATH,4 x 400m Relay Mixed
3,NORWOOD Vernon,USA,ATH,4 x 400m Relay Mixed
1,STAHL Daniel,SWE,ATH,Men's Discus Throw
2,PETTERSSON Simon,SWE,ATH,Men's Discus Throw
3,WEISSHAIDINGER Lukas,AUT,ATH,Men's Discus Throw
1,THOMPSON-HERAH Elaine,JAM,ATH,Women's 100m
2,FRASER-PRYCE Shelly-Ann,JAM,ATH,Women's 100m
3,JACKSON Shericka,JAM,ATH,Women's 100m
1,WANG Chi-Lin,TPE,BDM,Men's Doubles
1,LEE Yang,TPE,BDM,Men's Doubles
2,LI Jun Hui,CHN,BDM,Men's Doubles
2,LIU Yu Chen,CHN,BDM,Men's Doubles
3,CHIA Aaron,MAS,BDM,Men's Doubles
3,SOH Wooi Yik,MAS,BDM,Men's Doubles
3,TESTA Irma,ITA,BOX,Women's Feather (54-57kg)
3,ARTINGSTALL Karriss,GBR,BOX,Women's Feather (54-57kg)
1,POZDNIAKOVA Sofia,ROC,FEN,Women's Sabre Team
1,NIKITINA Olga,ROC,FEN,Women's Sabre Team
1,VELIKAYA Sofya,ROC,FEN,Women's Sabre Team
2,BALZER Sara,FRA,FEN,Women's Sabre Team
2,BERDER Cecilia,FRA,FEN,Women's Sabre Team
2,BRUNET Manon,FRA,FEN,Women's Sabre Team
2,LEMBACH Charlotte,FRA,FEN,Women's Sabre Team
3,KIM Jiyeon,KOR,FEN,Women's Sabre Team
3,YOON Jisu,KOR,FEN,Women's Sabre Team
3,SEO Jiyeon,KOR,FEN,Women's Sabre Team
3,CHOI Sooyeon,KOR,FEN,Women's Sabre Team
1,BUCHARD Amandine,FRA,JUD,Mixed Team
1,RINER Teddy,FRA,JUD,Mixed Team
1,le BLOUCH Kilian,FRA,JUD,Mixed Team
1,CHAINE Guillaume,FRA,JUD,Mixed Team
1,CLERGET Axel,FRA,JUD,Mixed Team
1,IDDIR Alexandre,FRA,JUD,Mixed Team
1,DICKO Romane,FRA,JUD,Mixed Team
1,MALONGA Madeleine,FRA,JUD,Mixed Team
1,AGBEGNENOU Clarisse,FRA,JUD,Mixed Team
1,PINOT Margaux,FRA,JUD,Mixed Team
1,CYSIQUE Sarah Leonie,FRA,JUD,Mixed Team
2,ABE Uta,JPN,JUD,Mixed Team
2,ARAI Chizuru,JPN,JUD,Mixed Team
2,YOSHIDA Tsukasa,JPN,JUD,Mixed Team
2,TASHIRO Miku,JPN,JUD,Mixed Team
2,SONE Akira,JPN,JUD,Mixed Team
2,HARASAWA Hisayoshi,JPN,JUD,Mixed Team
2,HAMADA Shori,JPN,JUD,Mixed Team
2,NAGASE Takanori,JPN,JUD,Mixed Team
2,WOLF Aaron,JPN,JUD,Mixed Team
2,MUKAI Shoichiro,JPN,JUD,Mixed Team
2,ONO Shohei,JPN,JUD,Mixed Team
2,ABE Hifumi,JPN,JUD,Mixed Team
3,MUKI Sagi,ISR,JUD,Mixed Team
3,BUTBUL Tohar,ISR,JUD,Mixed Team
3,SASSON Or,ISR,JUD,Mixed Team
3,KOCHMAN Li,ISR,JUD,Mixed Team
3,SHMAILOV Baruch,ISR,JUD,Mixed Team
3,PALTCHIK Peter,ISR,JUD,Mixed Team
3,LANIR Inbar,ISR,JUD,Mixed Team
3,SHARIR Gili,ISR,JUD,Mixed Team
3,HERSHKO Raz,ISR,JUD,Mixed Team
3,NELSON LEVY Timna,ISR,JUD,Mixed Team
3,RISHONY Shira,ISR,JUD,Mixed Team
3,WAGNER Anna-Maria,GER,JUD,Mixed Team
3,MENZ Katharina,GER,JUD,Mixed Team
3,SCOCCIMARRO Giovanna,GER,JUD,Mixed Team
3,FREY Karl-Richard,GER,JUD,Mixed Team
3,RESSEL Dominic,GER,JUD,Mixed Team
3,SEIDL Sebastian,GER,JUD,Mixed Team
3,WANDTKE Igor,GER,JUD,Mixed Team
3,FREY Johannes,GER,JUD,Mixed Team
3,TRIPPEL Eduard,GER,JUD,Mixed Team
3,TRAJDOS Martyna,GER,JUD,Mixed Team
3,STOLL Theresa,GER,JUD,Mixed Team
3,GRABOWSKI Jasmin,GER,JUD,Mixed Team
1,BLYDE Michaela,NZL,RUG,Women
1,BROUGHTON Gayle,NZL,RUG,Women
1,POURI-LANE Risi,NZL,RUG,Women
1,SAILI Alena,NZL,RUG,Women
1,KAKA Shiray,NZL,RUG,Women
1,TUI Ruby,NZL,RUG,Women
1,FLUHLER Stacey,NZL,RUG,Women
1,WILLISON Tenika,NZL,RUG,Women
1,WOODMAN Portia,NZL,RUG,Women
1,NATHAN-WONG Tyla,NZL,RUG,Women
1,FITZPATRICK Theresa,NZL,RUG,Women
1,HIRINI Sarah,NZL,RUG,Women
1,BRAZIER Kelly,NZL,RUG,Women
2,BERTRAND Coralie,FRA,RUG,Women
2,CIOFANI Anne-Cecile,FRA,RUG,Women
2,DROUIN Caroline,FRA,RUG,Women
2,GRASSINEAU Camille,FRA,RUG,Women
2,GUERIN Lina,FRA,RUG,Women
2,HORTA Fanny,FRA,RUG,Women
2,IZAR Shannon,FRA,RUG,Women
2,JACQUET Chloe,FRA,RUG,Women
2,ULUTULE Jade,FRA,RUG,Women
2,NEISEN Carla,FRA,RUG,Women
2,OKEMBA Seraphine,FRA,RUG,Women
2,PELLE Chloe,FRA,RUG,Women
3,LIKUCEVA Laisana,FIJ,RUG,Women
3,ULUNISAU Reapi,FIJ,RUG,Women
3,ROQICA Ana,FIJ,RUG,Women
3,NAGASAU Rusila,FIJ,RUG,Women
3,SOLIKOVITI Vasiti,FIJ,RUG,Women
3,TINAI Lavenia,FIJ,RUG,Women
3,NAIMASI Ana Maria,FIJ,RUG,Women
3,RIWAI Viniana,FIJ,RUG,Women
3,RADINIYAVUNI Roela,FIJ,RUG,Women
3,NAKOCI Alowesi,FIJ,RUG,Women
3,DAVEUA Raijieli,FIJ,RUG,Women
3,CAVURU Lavena,FIJ,RUG,Women
3,DONU Sesenieli,FIJ,RUG,Women
1,BADLOE Kiran,NED,SAL,Men's Windsurfer - RS:X
2,GOYARD Thomas,FRA,SAL,Men's Windsurfer - RS:X
3,BI Kun,CHN,SAL,Men's Windsurfer - RS:X
1,LU Yunxiu,CHN,SAL,Women's Windsurfer - RS:X
2,PICON Charline,FRA,SAL,Women's Windsurfer - RS:X
3,WILSON Emma,GBR,SAL,Women's Windsurfer - RS:X
1,CHRISTEN Nina,SUI,SHO,50m Rifle 3 Positions Women
2,ZYKOVA Yulia,ROC,SHO,50m Rifle 3 Positions Women
3,KARIMOVA Yulia,ROC,SHO,50m Rifle 3 Positions Women
1,FERNANDEZ Alberto,ESP,SHO,Trap Mixed Team
1,GALVEZ Fatima,ESP,SHO,Trap Mixed Team
2,PERILLI Alessandra,SMR,SHO,Trap Mixed Team
2,BERTI Gian Marco,SMR,SHO,Trap Mixed Team
3,BERNAU Madelynn Ann,USA,SHO,Trap Mixed Team
3,BURROWS Brian,USA,SHO,Trap Mixed Team
1,DRESSEL Caeleb,USA,SWM,Men's 100m Butterfly
2,MILAK Kristof,HUN,SWM,Men's 100m Butterfly
3,PONTI Noe,SUI,SWM,Men's 100m Butterfly
1,ANDERSON Freya,GBR,SWM,Mixed 4 x 100m Medley Relay
1,DAWSON Kathleen,GBR,SWM,Mixed 4 x 100m Medley Relay
1,GUY James,GBR,SWM,Mixed 4 x 100m Medley Relay
